ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Name,Metadata_Series,Metadata_Time,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
2,6,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_001.tif,0,cleaned,0,001,10122,207.0,255.0,1.0,1.1464038046712859,0.5885212103624704,1.0,0.6535382231404959,0.5941600937740144,133.4450113562335,146.60491124106312,46.010868281309364,14.94652516758762,13.0,115.0878896106162,107.8878600131312,-54.586619717839525,462.68599999999884,0.8526661612332578,203.49525785417902,265.0802213001383,0,6,7.968971138797276,7.968971138797276,nan,7.968971138797276,7,2,1.0,1.0,7,2.1839406702274573,7.66387005108453
2,7,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_001.tif,0,cleaned,0,001,2929,511.0,299.0,1.0,1.2869148999652498,0.8187491726550287,1.0,0.6891764705882353,0.5978974415687911,84.8642627919846,95.88013350011565,33.301651610693426,12.075985752687988,10.816653826391969,49.0,48.72493249506709,67.38863823986793,248.11399999999958,0.9092037870557194,490.07545237282346,296.2379651758279,0,7,14.521685525139722,14.521685525139722,nan,14.521685525139722,8,2,1.0,1.0,8,4.3897162934947005,-13.842317051479483
2,8,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_001.tif,0,cleaned,0,001,5225,101.0,316.0,1.0,1.188894199444351,0.7767023979272262,1.0,0.6347181729834791,0.676058368721109,106.26597639769489,113.74093370462545,31.016124838541646,11.310762595585096,10.04987562112089,72.12489168102785,66.9335116714603,53.13726830453444,311.6419999999991,0.9181969949916526,102.76708133971292,321.84765550239234,0,8,8.627093159240506,8.627093159240506,nan,8.627093159240506,9,2,1.0,1.0,9,-5.782449421496679,-6.402344497607658
2,9,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_001.tif,0,cleaned,0,001,4985,457.0,384.0,1.0,1.0957126410128541,0.7369796854768489,1.0,0.7304029304029304,0.7872375539703049,97.57566021888869,101.83319694480774,33.0,12.07593348421056,11.0,66.57236145987933,65.95284198066304,-60.49885798398704,282.0879999999993,0.9590227010388611,455.54864593781343,389.0517552657974,0,9,12.807012028360239,12.807012028360239,nan,12.807012028360239,10,2,1.0,1.0,10,-0.6447621647271831,-12.790771628228697
3,1,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,2735,448.0,0.0,1.0,1.7691720219429357,0.9440859559786358,1.0,0.7814285714285715,0.5626781137201369,105.2711899944938,100.2845950283492,32.38826948140329,12.495313318330512,11.661903789690601,34.0,34.7078503119235,-5.438613075186361,247.14599999999956,0.9846984698469847,457.3564899451554,14.188299817184644,0,1,4.249902558650151,6.846208455978925,3.0,11.69328752764384,1,3,0.36344805073877223,2.0,1,-3.8763638521012354,-5.643081915836435
3,2,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,8784,114.0,30.0,1.0,1.121943624162129,0.7320274075174753,1.0,0.7534740092640247,0.6542741092426615,130.7033060846011,134.97407158413796,47.0,18.39446640265201,16.55294535724685,86.0,89.04491873998593,-9.142927202832823,410.743999999999,0.9112033195020747,111.17418032786885,40.88649817850637,0,2,34.68936078748841,29.15282395418589,nan,36.98369347817797,2,3,0.937963667905605,2.0,2,-29.011913510457887,2.862869009484328
3,3,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,2632,511.0,105.0,1.0,1.686943149366408,0.9265234799236004,1.0,0.6586586586586587,0.5039549835815466,99.38676355101065,107.01868995647442,34.48187929913333,12.27679130339697,11.0,36.0,37.3929726045464,-85.41674024305867,256.18399999999974,0.9501805054151626,496.959726443769,99.2974924012158,0,3,0.0,0.0,nan,0.0,12,1,nan,0.0,0,0.0,0.0
3,4,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,6646,299.0,131.0,1.0,1.1569056015825148,0.7846847343161726,1.0,0.6572389240506329,0.6500212742834008,118.74312861712934,129.43724348115578,35.22782990761707,12.843563200440801,11.40175425099138,76.53262772145389,73.60827714524996,-83.99991008903939,358.44399999999905,0.9021923572931514,299.26361721336144,136.74751730364127,0,4,3.1860450356119734,15.479319306821873,nan,34.002233690774936,3,3,0.09370105107172332,2.0,3,11.151776650641636,10.735325041038692
3,5,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,10709,138.0,146.0,1.0,1.2380707706642486,0.845200739438146,1.0,0.6133447880870562,0.6001808422705325,161.76170095999706,179.4017837146554,44.14748010928823,15.892578374511,14.0,93.34496127316625,86.45337575276427,4.772044853283583,473.5199999999981,0.9128804023527406,126.82267251844243,143.97291997385378,0,5,19.528462069693,26.89392812847306,nan,40.10620007061383,5,3,0.48691878151781515,2.0,4,-19.011067418127453,-19.022688711191364
3,6,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,8957,379.0,218.0,1.0,1.3880631357041227,0.8438908030470206,1.0,0.4388535031847134,0.3677357673001588,156.5132507270622,169.38713056191725,34.36568055487916,11.9786307584927,10.0,94.25832154809106,83.97170194529079,-59.86762481034735,553.245999999998,0.774592467678471,381.6099140337166,206.69130289159315,0,6,23.98763134493695,13.377483217890013,nan,24.493279235076965,6,3,0.9793556475110171,2.0,5,3.5944189467929846,-12.885542661442884
3,7,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,10513,207.0,248.0,1.0,1.1616367920033106,0.7127712797419052,1.0,0.5627040625167264,0.5728985811379899,144.1218677910855,156.11534197509224,44.0,15.875593374201243,14.0,102.74570183361939,101.08657904239513,63.21098139653609,480.20799999999866,0.8461507505332205,200.08722534005517,248.81232759440692,0,7,8.690663029482632,16.621042423334945,nan,24.59001356213222,7,3,0.35342245776008663,2.0,6,-3.408032514123846,-16.26789370573138
3,8,file:///S:/_Sample_images_for_development/Rosalie%20Heilig%20-%20Time-lapse%20DIC/cleaned-2/cleaned_002.tif,0,cleaned,0,002,3788,511.0,296.0,1.0,1.2223935684473257,0.6149109052118171,1.0,0.601460781200381,0.5092182360902979,85.15656274873815,101.40019723846694,38.948684188300895,12.588671964536793,10.63014581273465,66.0,67.15417483196492,60.70964764983204,305.74399999999946,0.8678121420389462,485.07418162618796,296.59530095036956,0,8,13.498841390597956,5.014020137267027,nan,19.535705662406748,8,3,0.6909830452950699,2.0,7,-5.001270746635498,0.3573357745416388
